time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,G_PinkieRingAb,G_ThumbIJ,G_ThumbMPJ,G_IndexPIJ,G_IndexMPJ,G_MiddlePIJ,G_MiddleMPJ,G_RingPIJ,G_RingMPJ,G_PinkieMPJ,G_PinkiePIJ,G_PalmArch,G_ThumbRotate,G_ThumbAb,G_MiddleIndexAb,G_RingMiddleAb,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:02.042946,3239739,1676381762,39708056,,394.0,2022.0,274.0,895.0,1495.0,1318.0,2349.0,1238.0,1869.0,835.0,1860.0,2923.0,1820.0,3037.0,758.0,346.0,12.0,37.0,25.0,3.0,7.0,8.0,19.0,30.0,90.0,30.0,5.0,5.0,2.0,125.0,8.0,19.0,15.0,10.0,26.0,16.0,3.0,14.0,4.0,13.0,2.0,2.0,14.0,3.0,2.0,76.0,40.0,278.0,2.0,9.0,1.0,3.0,1.0,4079.0,72.0,76.0,578.0,8.0,138.0,21.0,28.0,202.0,32.0,74.0,41.0,14.0,16.0,3660.0,60.0,34.0,42.0,3.0,10.0,11.0,13.0,36.0,15.0,21.0,15.0,6.0
2023/02/15/00:36:02.042953,3239740,1676381762,40699753,,394.0,2024.0,274.0,895.0,1495.0,1318.0,2348.0,1239.0,1869.0,833.0,1860.0,2923.0,1821.0,3037.0,756.0,346.0,12.0,38.0,25.0,4.0,7.0,7.0,20.0,30.0,88.0,30.0,6.0,6.0,1.0,124.0,8.0,19.0,14.0,10.0,26.0,16.0,2.0,14.0,4.0,13.0,2.0,2.0,14.0,3.0,2.0,77.0,39.0,277.0,2.0,9.0,1.0,3.0,1.0,4078.0,72.0,75.0,581.0,8.0,138.0,21.0,28.0,202.0,33.0,75.0,41.0,16.0,16.0,3659.0,62.0,34.0,42.0,3.0,10.0,11.0,13.0,35.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.042956,3239741,1676381762,41679582,,394.0,2022.0,274.0,894.0,1494.0,1318.0,2348.0,1239.0,1870.0,832.0,1860.0,2923.0,1821.0,3038.0,757.0,346.0,14.0,37.0,25.0,4.0,6.0,8.0,20.0,30.0,88.0,30.0,6.0,5.0,2.0,125.0,8.0,19.0,15.0,10.0,27.0,15.0,2.0,14.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,75.0,39.0,276.0,2.0,10.0,0.0,3.0,1.0,4079.0,74.0,76.0,588.0,8.0,138.0,22.0,29.0,203.0,32.0,75.0,42.0,16.0,16.0,3659.0,61.0,34.0,42.0,3.0,10.0,11.0,13.0,36.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.042959,3239742,1676381762,42714026,,394.0,2027.0,274.0,895.0,1494.0,1319.0,2348.0,1240.0,1869.0,830.0,1860.0,2923.0,1820.0,3038.0,756.0,346.0,14.0,37.0,25.0,3.0,6.0,8.0,20.0,30.0,88.0,30.0,5.0,6.0,0.0,125.0,8.0,19.0,16.0,10.0,27.0,16.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,76.0,39.0,276.0,2.0,9.0,1.0,3.0,1.0,4079.0,71.0,75.0,589.0,8.0,138.0,21.0,28.0,203.0,32.0,73.0,40.0,16.0,16.0,3659.0,62.0,34.0,42.0,3.0,10.0,9.0,13.0,36.0,16.0,21.0,16.0,7.0
2023/02/15/00:36:02.043750,3239743,1676381762,43707173,,394.0,2031.0,274.0,894.0,1494.0,1318.0,2348.0,1240.0,1869.0,828.0,1860.0,2923.0,1820.0,3037.0,756.0,346.0,13.0,38.0,25.0,3.0,8.0,8.0,20.0,31.0,87.0,32.0,5.0,5.0,2.0,125.0,8.0,20.0,16.0,10.0,28.0,16.0,2.0,13.0,4.0,13.0,2.0,2.0,14.0,4.0,2.0,77.0,38.0,276.0,2.0,10.0,1.0,3.0,1.0,4079.0,72.0,76.0,592.0,8.0,138.0,20.0,28.0,203.0,33.0,75.0,40.0,16.0,16.0,3662.0,61.0,34.0,42.0,3.0,10.0,10.0,13.0,35.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.061727,3239744,1676381762,44716119,,394.0,2026.0,274.0,894.0,1493.0,1318.0,2348.0,1239.0,1869.0,826.0,1860.0,2923.0,1820.0,3037.0,753.0,346.0,12.0,37.0,24.0,3.0,7.0,8.0,20.0,31.0,86.0,29.0,5.0,5.0,2.0,124.0,8.0,19.0,16.0,10.0,28.0,14.0,2.0,14.0,5.0,13.0,2.0,2.0,14.0,3.0,2.0,75.0,38.0,277.0,2.0,9.0,1.0,2.0,1.0,4079.0,71.0,76.0,596.0,8.0,138.0,20.0,29.0,203.0,32.0,74.0,44.0,16.0,16.0,3662.0,61.0,34.0,42.0,3.0,10.0,11.0,12.0,36.0,16.0,20.0,16.0,6.0
2023/02/15/00:36:02.061731,3239745,1676381762,45705378,,394.0,2027.0,275.0,894.0,1494.0,1318.0,2347.0,1240.0,1869.0,824.0,1860.0,2922.0,1820.0,3038.0,757.0,346.0,14.0,37.0,24.0,3.0,7.0,8.0,18.0,30.0,88.0,29.0,5.0,5.0,2.0,124.0,8.0,19.0,15.0,9.0,27.0,14.0,2.0,13.0,4.0,13.0,2.0,2.0,14.0,3.0,2.0,75.0,37.0,277.0,2.0,10.0,1.0,6.0,1.0,4079.0,72.0,76.0,600.0,8.0,138.0,20.0,28.0,202.0,32.0,75.0,41.0,15.0,15.0,3662.0,61.0,34.0,42.0,3.0,10.0,10.0,13.0,35.0,16.0,22.0,16.0,6.0
2023/02/15/00:36:02.061734,3239746,1676381762,46705657,,394.0,2026.0,275.0,894.0,1494.0,1317.0,2348.0,1240.0,1869.0,822.0,1860.0,2922.0,1820.0,3037.0,756.0,346.0,15.0,38.0,24.0,3.0,7.0,8.0,20.0,30.0,88.0,30.0,5.0,6.0,2.0,124.0,8.0,19.0,12.0,10.0,27.0,13.0,2.0,14.0,5.0,13.0,2.0,2.0,14.0,3.0,2.0,75.0,39.0,277.0,2.0,9.0,1.0,3.0,1.0,4078.0,72.0,77.0,605.0,8.0,138.0,20.0,29.0,203.0,33.0,73.0,41.0,16.0,16.0,3660.0,63.0,34.0,42.0,3.0,10.0,11.0,13.0,35.0,15.0,21.0,15.0,6.0
2023/02/15/00:36:02.061739,3239747,1676381762,47699715,,394.0,2025.0,276.0,894.0,1494.0,1317.0,2350.0,1240.0,1869.0,820.0,1860.0,2922.0,1820.0,3038.0,757.0,346.0,13.0,38.0,24.0,3.0,6.0,8.0,19.0,30.0,88.0,31.0,5.0,5.0,2.0,124.0,8.0,19.0,15.0,10.0,28.0,15.0,2.0,13.0,5.0,13.0,2.0,3.0,14.0,3.0,2.0,75.0,36.0,277.0,2.0,9.0,1.0,3.0,1.0,4078.0,71.0,77.0,606.0,8.0,138.0,20.0,30.0,203.0,32.0,75.0,41.0,16.0,16.0,3662.0,62.0,32.0,42.0,4.0,10.0,11.0,13.0,35.0,15.0,20.0,15.0,6.0
2023/02/15/00:36:02.061743,3239748,1676381762,48705014,,394.0,2029.0,276.0,894.0,1494.0,1317.0,2347.0,1240.0,1869.0,819.0,1860.0,2923.0,1820.0,3038.0,757.0,346.0,13.0,37.0,25.0,3.0,6.0,8.0,20.0,30.0,88.0,28.0,5.0,6.0,2.0,125.0,9.0,19.0,15.0,10.0,27.0,15.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,75.0,38.0,278.0,2.0,8.0,1.0,3.0,1.0,4077.0,72.0,76.0,610.0,9.0,138.0,20.0,31.0,203.0,33.0,73.0,41.0,15.0,16.0,3662.0,62.0,34.0,43.0,3.0,11.0,10.0,13.0,35.0,14.0,21.0,15.0,6.0
2023/02/15/00:36:02.061747,3239749,1676381762,49701076,,394.0,2020.0,276.0,894.0,1494.0,1317.0,2345.0,1240.0,1869.0,816.0,1860.0,2923.0,1820.0,3037.0,757.0,346.0,14.0,46.0,24.0,3.0,7.0,9.0,20.0,31.0,87.0,29.0,5.0,6.0,2.0,125.0,8.0,19.0,14.0,10.0,26.0,15.0,2.0,13.0,4.0,15.0,2.0,2.0,14.0,3.0,2.0,75.0,38.0,278.0,2.0,9.0,1.0,3.0,1.0,4079.0,72.0,76.0,610.0,8.0,138.0,20.0,32.0,204.0,32.0,73.0,41.0,16.0,16.0,3663.0,62.0,34.0,42.0,3.0,11.0,10.0,12.0,35.0,14.0,21.0,15.0,6.0
2023/02/15/00:36:02.061753,3239750,1676381762,50687541,,394.0,2031.0,276.0,893.0,1494.0,1317.0,2347.0,1240.0,1869.0,815.0,1860.0,2923.0,1819.0,3038.0,758.0,346.0,13.0,38.0,24.0,3.0,7.0,8.0,20.0,31.0,88.0,28.0,5.0,5.0,1.0,123.0,8.0,19.0,16.0,10.0,27.0,15.0,2.0,12.0,4.0,15.0,2.0,2.0,14.0,3.0,2.0,77.0,37.0,276.0,2.0,8.0,1.0,3.0,1.0,4077.0,71.0,76.0,614.0,8.0,138.0,20.0,32.0,202.0,33.0,73.0,40.0,16.0,16.0,3663.0,61.0,34.0,41.0,3.0,11.0,11.0,13.0,35.0,14.0,21.0,17.0,6.0
2023/02/15/00:36:02.061784,3239751,1676381762,51706138,,395.0,2031.0,275.0,894.0,1494.0,1316.0,2346.0,1240.0,1869.0,813.0,1860.0,2923.0,1819.0,3038.0,758.0,346.0,14.0,38.0,24.0,3.0,7.0,8.0,20.0,32.0,89.0,28.0,5.0,6.0,1.0,125.0,8.0,20.0,16.0,10.0,27.0,14.0,2.0,13.0,4.0,15.0,2.0,2.0,14.0,4.0,2.0,75.0,37.0,277.0,2.0,9.0,1.0,3.0,1.0,4079.0,72.0,76.0,616.0,8.0,138.0,20.0,32.0,203.0,32.0,73.0,40.0,16.0,16.0,3663.0,62.0,34.0,42.0,3.0,11.0,11.0,13.0,35.0,15.0,21.0,15.0,6.0
2023/02/15/00:36:02.061789,3239752,1676381762,52685280,,394.0,2027.0,276.0,894.0,1494.0,1316.0,2349.0,1240.0,1869.0,810.0,1860.0,2923.0,1819.0,3038.0,759.0,346.0,13.0,37.0,24.0,3.0,7.0,8.0,19.0,31.0,89.0,28.0,5.0,5.0,1.0,125.0,8.0,19.0,14.0,10.0,28.0,14.0,2.0,14.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,76.0,38.0,278.0,2.0,9.0,1.0,3.0,1.0,4078.0,74.0,77.0,622.0,8.0,138.0,20.0,34.0,203.0,32.0,73.0,41.0,15.0,16.0,3664.0,62.0,34.0,42.0,3.0,11.0,11.0,13.0,35.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.061793,3239753,1676381762,53708789,,394.0,2031.0,276.0,893.0,1494.0,1316.0,2345.0,1241.0,1869.0,809.0,1859.0,2923.0,1819.0,3037.0,757.0,346.0,13.0,38.0,24.0,3.0,7.0,8.0,19.0,32.0,88.0,27.0,5.0,5.0,2.0,124.0,8.0,19.0,16.0,10.0,26.0,14.0,2.0,13.0,5.0,14.0,2.0,2.0,13.0,4.0,2.0,75.0,36.0,277.0,2.0,9.0,1.0,3.0,1.0,4078.0,72.0,76.0,624.0,7.0,138.0,19.0,34.0,202.0,32.0,71.0,41.0,16.0,16.0,3663.0,62.0,34.0,41.0,3.0,11.0,11.0,13.0,35.0,16.0,20.0,16.0,6.0
2023/02/15/00:36:02.061798,3239754,1676381762,54702515,,394.0,2026.0,276.0,893.0,1494.0,1316.0,2345.0,1241.0,1869.0,806.0,1860.0,2923.0,1819.0,3037.0,757.0,346.0,13.0,38.0,24.0,3.0,7.0,8.0,19.0,31.0,88.0,26.0,5.0,5.0,2.0,125.0,8.0,19.0,16.0,10.0,28.0,13.0,2.0,12.0,5.0,14.0,2.0,2.0,15.0,3.0,2.0,75.0,36.0,278.0,2.0,9.0,1.0,3.0,1.0,4078.0,71.0,77.0,630.0,8.0,138.0,19.0,36.0,203.0,32.0,73.0,41.0,16.0,16.0,3663.0,62.0,34.0,42.0,3.0,11.0,11.0,13.0,36.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.061801,3239755,1676381762,55697419,,394.0,2032.0,276.0,893.0,1494.0,1316.0,2345.0,1241.0,1869.0,805.0,1860.0,2923.0,1819.0,3038.0,757.0,346.0,14.0,38.0,25.0,4.0,6.0,9.0,18.0,32.0,89.0,27.0,5.0,6.0,2.0,124.0,8.0,19.0,16.0,10.0,26.0,15.0,2.0,12.0,5.0,15.0,2.0,2.0,14.0,3.0,2.0,75.0,36.0,277.0,2.0,10.0,1.0,3.0,1.0,4078.0,72.0,76.0,632.0,8.0,138.0,19.0,37.0,203.0,32.0,74.0,41.0,16.0,16.0,3664.0,62.0,34.0,42.0,3.0,11.0,10.0,13.0,36.0,16.0,21.0,15.0,5.0
2023/02/15/00:36:02.061806,3239756,1676381762,56684520,,395.0,2032.0,276.0,893.0,1494.0,1316.0,2345.0,1241.0,1869.0,804.0,1860.0,2923.0,1818.0,3037.0,756.0,346.0,14.0,37.0,24.0,3.0,6.0,8.0,20.0,32.0,90.0,26.0,5.0,6.0,2.0,125.0,8.0,19.0,16.0,10.0,28.0,15.0,2.0,12.0,5.0,15.0,2.0,2.0,14.0,3.0,2.0,75.0,36.0,277.0,2.0,10.0,1.0,3.0,1.0,4078.0,71.0,77.0,639.0,8.0,137.0,19.0,38.0,202.0,32.0,74.0,42.0,16.0,16.0,3665.0,62.0,34.0,42.0,3.0,12.0,11.0,13.0,35.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.061809,3239757,1676381762,57706581,,394.0,2030.0,277.0,893.0,1494.0,1316.0,2346.0,1242.0,1869.0,803.0,1860.0,2923.0,1818.0,3038.0,756.0,346.0,13.0,38.0,24.0,3.0,7.0,8.0,19.0,31.0,90.0,28.0,5.0,6.0,2.0,126.0,8.0,19.0,16.0,10.0,27.0,14.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,76.0,36.0,277.0,2.0,9.0,2.0,3.0,1.0,4079.0,71.0,77.0,643.0,8.0,138.0,20.0,38.0,202.0,32.0,73.0,41.0,16.0,16.0,3664.0,62.0,34.0,42.0,3.0,12.0,10.0,13.0,36.0,16.0,20.0,16.0,6.0
2023/02/15/00:36:02.061811,3239758,1676381762,58702087,,395.0,2021.0,277.0,893.0,1494.0,1315.0,2347.0,1242.0,1869.0,801.0,1860.0,2923.0,1819.0,3037.0,757.0,346.0,15.0,38.0,24.0,3.0,6.0,9.0,18.0,32.0,88.0,25.0,5.0,5.0,2.0,125.0,8.0,19.0,16.0,10.0,27.0,15.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,77.0,34.0,278.0,2.0,9.0,1.0,3.0,0.0,4078.0,71.0,77.0,646.0,8.0,138.0,21.0,38.0,202.0,33.0,72.0,41.0,16.0,16.0,3665.0,62.0,31.0,42.0,3.0,11.0,10.0,13.0,36.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.061820,3239759,1676381762,59767795,,395.0,2021.0,277.0,893.0,1493.0,1316.0,2348.0,1242.0,1869.0,799.0,1860.0,2922.0,1818.0,3037.0,757.0,346.0,14.0,37.0,24.0,4.0,6.0,9.0,18.0,32.0,89.0,26.0,5.0,6.0,1.0,125.0,8.0,19.0,15.0,10.0,28.0,15.0,2.0,12.0,5.0,14.0,2.0,2.0,14.0,3.0,2.0,75.0,34.0,277.0,2.0,9.0,1.0,3.0,0.0,4079.0,71.0,78.0,649.0,8.0,138.0,20.0,37.0,202.0,32.0,75.0,41.0,16.0,16.0,3665.0,62.0,34.0,42.0,3.0,12.0,10.0,13.0,36.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.061823,3239760,1676381762,60700427,,394.0,2026.0,278.0,893.0,1494.0,1316.0,2345.0,1242.0,1869.0,798.0,1860.0,2923.0,1818.0,3038.0,756.0,346.0,13.0,38.0,25.0,3.0,8.0,8.0,18.0,32.0,89.0,27.0,5.0,6.0,2.0,124.0,8.0,19.0,15.0,11.0,27.0,15.0,2.0,13.0,5.0,14.0,2.0,2.0,14.0,3.0,2.0,77.0,34.0,276.0,2.0,9.0,1.0,3.0,1.0,4078.0,72.0,79.0,657.0,8.0,138.0,19.0,39.0,202.0,33.0,74.0,41.0,16.0,14.0,3665.0,62.0,34.0,41.0,4.0,11.0,10.0,13.0,35.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.061831,3239761,1676381762,61684448,,394.0,2027.0,279.0,893.0,1494.0,1315.0,2346.0,1242.0,1869.0,796.0,1860.0,2922.0,1818.0,3038.0,757.0,346.0,13.0,37.0,25.0,4.0,6.0,8.0,18.0,32.0,88.0,26.0,5.0,6.0,2.0,125.0,8.0,19.0,15.0,10.0,27.0,15.0,2.0,12.0,4.0,15.0,2.0,2.0,14.0,3.0,2.0,76.0,35.0,277.0,2.0,10.0,0.0,3.0,1.0,4079.0,72.0,80.0,659.0,8.0,138.0,20.0,40.0,202.0,33.0,74.0,40.0,16.0,16.0,3664.0,62.0,34.0,42.0,3.0,13.0,10.0,13.0,35.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.062736,3239762,1676381762,62704081,,394.0,2029.0,279.0,892.0,1494.0,1316.0,2345.0,1242.0,1869.0,795.0,1859.0,2923.0,1817.0,3038.0,757.0,346.0,13.0,37.0,25.0,3.0,6.0,8.0,18.0,32.0,88.0,27.0,5.0,5.0,1.0,124.0,8.0,19.0,16.0,10.0,27.0,15.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,76.0,36.0,276.0,2.0,9.0,1.0,3.0,1.0,4079.0,72.0,80.0,658.0,8.0,137.0,20.0,42.0,202.0,32.0,72.0,41.0,15.0,14.0,3665.0,62.0,36.0,42.0,3.0,11.0,10.0,11.0,35.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.080746,3239763,1676381762,63685619,,394.0,2026.0,280.0,892.0,1494.0,1315.0,2341.0,1243.0,1869.0,793.0,1860.0,2923.0,1818.0,3038.0,757.0,346.0,14.0,37.0,24.0,3.0,6.0,8.0,18.0,32.0,87.0,26.0,6.0,5.0,2.0,125.0,8.0,19.0,16.0,10.0,26.0,15.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,4.0,2.0,77.0,37.0,276.0,2.0,9.0,1.0,3.0,0.0,4078.0,72.0,80.0,659.0,8.0,137.0,19.0,43.0,205.0,32.0,73.0,42.0,16.0,15.0,3665.0,62.0,34.0,42.0,3.0,10.0,11.0,13.0,35.0,16.0,21.0,16.0,5.0
2023/02/15/00:36:02.080755,3239764,1676381762,64713935,,395.0,2031.0,279.0,892.0,1494.0,1315.0,2340.0,1242.0,1869.0,793.0,1860.0,2923.0,1818.0,3038.0,757.0,346.0,16.0,37.0,25.0,3.0,6.0,8.0,18.0,32.0,88.0,26.0,5.0,5.0,2.0,125.0,8.0,19.0,14.0,11.0,28.0,13.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,77.0,36.0,276.0,2.0,9.0,1.0,3.0,1.0,4078.0,71.0,80.0,660.0,8.0,138.0,19.0,44.0,203.0,33.0,74.0,42.0,17.0,16.0,3664.0,61.0,34.0,42.0,3.0,11.0,11.0,12.0,35.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.080761,3239765,1676381762,65740628,,394.0,2020.0,281.0,893.0,1494.0,1315.0,2339.0,1242.0,1869.0,791.0,1860.0,2923.0,1817.0,3038.0,757.0,346.0,14.0,38.0,25.0,3.0,6.0,8.0,18.0,32.0,90.0,26.0,5.0,5.0,2.0,125.0,8.0,19.0,16.0,10.0,26.0,14.0,2.0,13.0,4.0,14.0,2.0,2.0,15.0,3.0,2.0,77.0,36.0,276.0,2.0,9.0,0.0,3.0,1.0,4078.0,72.0,80.0,663.0,10.0,138.0,19.0,44.0,202.0,33.0,74.0,42.0,16.0,15.0,3665.0,62.0,33.0,40.0,3.0,12.0,10.0,13.0,35.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.080767,3239766,1676381762,66706722,,395.0,2028.0,281.0,892.0,1494.0,1314.0,2342.0,1243.0,1869.0,790.0,1860.0,2923.0,1817.0,3039.0,757.0,346.0,14.0,38.0,25.0,3.0,6.0,9.0,18.0,32.0,89.0,25.0,5.0,6.0,1.0,124.0,8.0,19.0,15.0,10.0,27.0,14.0,2.0,12.0,5.0,13.0,2.0,2.0,14.0,4.0,2.0,77.0,37.0,276.0,2.0,9.0,1.0,3.0,1.0,4079.0,72.0,81.0,664.0,8.0,139.0,19.0,44.0,203.0,32.0,73.0,42.0,16.0,16.0,3665.0,62.0,34.0,40.0,3.0,12.0,10.0,13.0,35.0,16.0,20.0,16.0,6.0
2023/02/15/00:36:02.080770,3239767,1676381762,67713086,,394.0,2030.0,281.0,892.0,1494.0,1315.0,2344.0,1243.0,1869.0,788.0,1860.0,2922.0,1818.0,3038.0,757.0,346.0,15.0,37.0,25.0,3.0,6.0,8.0,19.0,32.0,90.0,25.0,5.0,6.0,2.0,125.0,8.0,20.0,14.0,11.0,26.0,14.0,2.0,12.0,5.0,14.0,2.0,2.0,14.0,3.0,2.0,77.0,37.0,277.0,2.0,9.0,1.0,3.0,1.0,4079.0,72.0,80.0,668.0,8.0,137.0,20.0,43.0,204.0,33.0,74.0,44.0,16.0,17.0,3664.0,61.0,34.0,41.0,3.0,11.0,10.0,13.0,35.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.080774,3239768,1676381762,68709571,,395.0,2025.0,282.0,892.0,1494.0,1315.0,2343.0,1242.0,1869.0,788.0,1860.0,2923.0,1817.0,3038.0,757.0,346.0,14.0,37.0,24.0,3.0,6.0,9.0,19.0,32.0,89.0,25.0,5.0,5.0,2.0,124.0,8.0,21.0,16.0,10.0,28.0,13.0,3.0,12.0,4.0,15.0,2.0,2.0,14.0,3.0,2.0,75.0,37.0,276.0,2.0,9.0,1.0,3.0,1.0,4078.0,72.0,81.0,670.0,8.0,137.0,19.0,42.0,203.0,32.0,73.0,42.0,16.0,15.0,3665.0,62.0,34.0,41.0,3.0,12.0,10.0,11.0,35.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.080779,3239769,1676381762,69756933,,395.0,2026.0,282.0,892.0,1494.0,1315.0,2342.0,1242.0,1869.0,786.0,1860.0,2922.0,1817.0,3038.0,757.0,346.0,15.0,37.0,24.0,3.0,6.0,8.0,18.0,32.0,87.0,25.0,5.0,6.0,2.0,124.0,8.0,21.0,15.0,10.0,27.0,14.0,2.0,12.0,5.0,14.0,2.0,2.0,15.0,3.0,2.0,77.0,37.0,277.0,2.0,9.0,1.0,3.0,1.0,4078.0,72.0,80.0,673.0,9.0,138.0,17.0,42.0,205.0,34.0,74.0,42.0,16.0,14.0,3665.0,62.0,34.0,41.0,3.0,12.0,11.0,13.0,35.0,16.0,21.0,14.0,6.0
2023/02/15/00:36:02.080794,3239770,1676381762,70703089,,394.0,2031.0,282.0,893.0,1494.0,1314.0,2340.0,1244.0,1868.0,786.0,1859.0,2923.0,1817.0,3039.0,757.0,346.0,16.0,37.0,25.0,3.0,6.0,8.0,18.0,33.0,88.0,24.0,5.0,6.0,2.0,125.0,8.0,20.0,16.0,10.0,28.0,14.0,2.0,13.0,5.0,14.0,2.0,2.0,14.0,3.0,2.0,75.0,36.0,276.0,2.0,9.0,1.0,3.0,1.0,4079.0,71.0,82.0,675.0,8.0,138.0,19.0,45.0,203.0,33.0,76.0,43.0,14.0,16.0,3665.0,62.0,34.0,42.0,3.0,11.0,10.0,13.0,35.0,16.0,20.0,15.0,6.0
2023/02/15/00:36:02.080802,3239771,1676381762,71716381,,395.0,2032.0,282.0,892.0,1494.0,1315.0,2343.0,1244.0,1869.0,784.0,1859.0,2923.0,1817.0,3039.0,757.0,346.0,15.0,37.0,25.0,3.0,6.0,8.0,20.0,33.0,90.0,24.0,5.0,6.0,2.0,125.0,7.0,21.0,15.0,11.0,26.0,17.0,3.0,14.0,4.0,14.0,2.0,2.0,14.0,4.0,2.0,74.0,34.0,276.0,2.0,10.0,1.0,3.0,1.0,4079.0,71.0,81.0,681.0,9.0,138.0,19.0,46.0,203.0,32.0,73.0,43.0,15.0,16.0,3665.0,61.0,34.0,42.0,3.0,11.0,10.0,13.0,36.0,16.0,21.0,16.0,6.0
2023/02/15/00:36:02.080807,3239772,1676381762,72704518,,394.0,2024.0,283.0,892.0,1494.0,1314.0,2342.0,1243.0,1868.0,784.0,1861.0,2922.0,1816.0,3038.0,757.0,346.0,16.0,37.0,25.0,3.0,6.0,8.0,19.0,32.0,89.0,24.0,5.0,6.0,1.0,124.0,7.0,20.0,16.0,10.0,26.0,14.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,75.0,35.0,277.0,2.0,9.0,0.0,3.0,1.0,4077.0,72.0,82.0,683.0,9.0,138.0,20.0,46.0,204.0,32.0,75.0,43.0,16.0,16.0,3665.0,62.0,34.0,42.0,3.0,11.0,10.0,13.0,35.0,16.0,19.0,15.0,6.0
2023/02/15/00:36:02.080812,3239773,1676381762,73712033,,395.0,2026.0,282.0,892.0,1495.0,1314.0,2342.0,1243.0,1868.0,783.0,1859.0,2923.0,1816.0,3038.0,757.0,346.0,16.0,37.0,24.0,3.0,7.0,6.0,19.0,33.0,89.0,24.0,5.0,6.0,2.0,123.0,7.0,21.0,14.0,10.0,28.0,14.0,2.0,14.0,5.0,14.0,2.0,2.0,14.0,4.0,2.0,77.0,34.0,277.0,2.0,10.0,1.0,3.0,1.0,4079.0,72.0,83.0,685.0,8.0,138.0,20.0,45.0,202.0,32.0,75.0,42.0,16.0,16.0,3665.0,62.0,34.0,42.0,3.0,11.0,10.0,12.0,35.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.080816,3239774,1676381762,74836176,,394.0,2022.0,284.0,892.0,1494.0,1314.0,2340.0,1244.0,1869.0,782.0,1860.0,2922.0,1816.0,3038.0,757.0,346.0,15.0,38.0,24.0,3.0,6.0,8.0,19.0,33.0,88.0,25.0,5.0,6.0,2.0,124.0,8.0,21.0,16.0,10.0,28.0,14.0,2.0,13.0,4.0,14.0,2.0,2.0,14.0,3.0,2.0,77.0,36.0,278.0,2.0,10.0,0.0,3.0,1.0,4078.0,72.0,82.0,692.0,8.0,138.0,19.0,46.0,203.0,33.0,75.0,43.0,16.0,16.0,3665.0,61.0,34.0,42.0,3.0,11.0,10.0,13.0,35.0,16.0,21.0,15.0,6.0
2023/02/15/00:36:02.080820,3239775,1676381762,75710224,,395.0,2022.0,284.0,892.0,1494.0,1314.0,2341.0,1244.0,1868.0,780.0,1859.0,2923.0,1816.0,3039.0,758.0,346.0,15.0,37.0,25.0,3.0,6.0,9.0,20.0,33.0,89.0,23.0,5.0,6.0,2.0,124.0,7.0,21.0,16.0,10.0,26.0,13.0,2.0,14.0,4.0,14.0,2.0,2.0,13.0,3.0,2.0,76.0,37.0,277.0,2.0,10.0,1.0,3.0,0.0,4079.0,71.0,83.0,694.0,8.0,138.0,19.0,47.0,203.0,33.0,75.0,43.0,16.0,15.0,3665.0,61.0,34.0,42.0,3.0,11.0,9.0,13.0,35.0,15.0,21.0,15.0,6.0
