time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,tactile1,tactile2,tactile3,tactile4,tactile5,tactile6,tactile7,tactile8,tactile9,tactile10,tactile11,tactile12,tactile13,tactile14,tactile15,tactile16,tactile17,tactile18,tactile19,tactile20,tactile21,tactile22,tactile23,tactile24,tactile25,tactile26,tactile27,tactile28,tactile29,tactile30,tactile31,tactile32,tactile33,tactile34,tactile35,tactile36,tactile37,tactile38,tactile39,tactile40,tactile41,tactile42,tactile43,tactile44,tactile45,tactile46,tactile47,tactile48,tactile49,tactile50,tactile51,tactile52,tactile53,tactile54,tactile55,tactile56,tactile57,tactile58,tactile59,tactile60,tactile61,tactile62,tactile63,tactile64
2023/02/15/00:36:06.852734,3244552,1676381766,852686275,,13.0, 38.0, 23.0, 6.0, 5.0, 5.0, 34.0, 43.0, 118.0, 53.0, 4.0, 5.0, 1.0, 129.0, 7.0, 19.0, 12.0, 9.0, 18.0, 14.0, 2.0, 16.0, 4.0, 16.0, 2.0, 1.0, 13.0, 3.0, 2.0, 71.0, 49.0, 278.0, 2.0, 18.0, 0.0, 3.0, 1.0, 4079.0, 69.0, 99.0, 623.0, 10.0, 137.0, 27.0, 6.0, 261.0, 34.0, 75.0, 204.0, 6.0, 16.0, 55.0, 61.0, 34.0, 42.0, 3.0, 8.0, 10.0, 427.0, 39.0, 10.0, 19.0, 12.0, 6.0
2023/02/15/00:36:06.853719,3244553,1676381766,853674670,,11.0, 38.0, 23.0, 6.0, 5.0, 4.0, 34.0, 44.0, 117.0, 53.0, 4.0, 5.0, 1.0, 129.0, 8.0, 19.0, 12.0, 9.0, 18.0, 14.0, 2.0, 14.0, 4.0, 16.0, 2.0, 1.0, 12.0, 3.0, 2.0, 70.0, 48.0, 278.0, 2.0, 18.0, 3.0, 3.0, 1.0, 4079.0, 69.0, 97.0, 624.0, 10.0, 137.0, 27.0, 6.0, 261.0, 34.0, 73.0, 205.0, 6.0, 16.0, 54.0, 60.0, 34.0, 42.0, 3.0, 8.0, 11.0, 432.0, 40.0, 10.0, 19.0, 13.0, 6.0
2023/02/15/00:36:06.854712,3244554,1676381766,854678107,,11.0, 38.0, 23.0, 6.0, 5.0, 3.0, 34.0, 43.0, 118.0, 54.0, 4.0, 6.0, 1.0, 130.0, 8.0, 19.0, 12.0, 10.0, 20.0, 15.0, 2.0, 16.0, 4.0, 17.0, 2.0, 1.0, 13.0, 3.0, 2.0, 71.0, 48.0, 278.0, 2.0, 19.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 97.0, 625.0, 10.0, 137.0, 26.0, 6.0, 260.0, 34.0, 74.0, 205.0, 7.0, 16.0, 54.0, 61.0, 34.0, 40.0, 3.0, 8.0, 10.0, 438.0, 39.0, 10.0, 18.0, 13.0, 6.0
2023/02/15/00:36:06.855721,3244555,1676381766,855675657,,11.0, 38.0, 23.0, 6.0, 5.0, 7.0, 34.0, 45.0, 116.0, 55.0, 4.0, 6.0, 1.0, 130.0, 7.0, 19.0, 10.0, 10.0, 18.0, 16.0, 2.0, 16.0, 4.0, 17.0, 2.0, 1.0, 13.0, 3.0, 2.0, 71.0, 48.0, 277.0, 2.0, 18.0, 1.0, 3.0, 1.0, 4079.0, 69.0, 99.0, 626.0, 10.0, 137.0, 28.0, 6.0, 260.0, 34.0, 75.0, 207.0, 6.0, 16.0, 54.0, 60.0, 34.0, 42.0, 3.0, 8.0, 10.0, 438.0, 39.0, 11.0, 19.0, 13.0, 6.0
2023/02/15/00:36:06.856729,3244556,1676381766,856680626,,11.0, 38.0, 23.0, 6.0, 5.0, 6.0, 34.0, 45.0, 116.0, 54.0, 4.0, 5.0, 1.0, 130.0, 8.0, 19.0, 13.0, 9.0, 18.0, 15.0, 2.0, 16.0, 4.0, 16.0, 2.0, 1.0, 13.0, 3.0, 2.0, 71.0, 47.0, 275.0, 2.0, 18.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 98.0, 627.0, 10.0, 137.0, 27.0, 5.0, 261.0, 36.0, 73.0, 208.0, 6.0, 16.0, 54.0, 61.0, 34.0, 40.0, 3.0, 8.0, 10.0, 447.0, 40.0, 12.0, 18.0, 13.0, 6.0
2023/02/15/00:36:06.857724,3244557,1676381766,857677953,,11.0, 38.0, 23.0, 6.0, 5.0, 7.0, 35.0, 45.0, 116.0, 55.0, 4.0, 6.0, 1.0, 130.0, 8.0, 19.0, 13.0, 10.0, 18.0, 15.0, 2.0, 16.0, 4.0, 16.0, 2.0, 0.0, 13.0, 3.0, 2.0, 71.0, 46.0, 278.0, 2.0, 20.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 99.0, 628.0, 10.0, 137.0, 29.0, 6.0, 261.0, 36.0, 73.0, 210.0, 6.0, 16.0, 54.0, 61.0, 34.0, 42.0, 3.0, 8.0, 11.0, 452.0, 39.0, 11.0, 18.0, 13.0, 6.0
2023/02/15/00:36:06.858709,3244558,1676381766,858675056,,11.0, 38.0, 23.0, 6.0, 4.0, 7.0, 36.0, 43.0, 118.0, 56.0, 4.0, 6.0, 1.0, 130.0, 10.0, 19.0, 13.0, 10.0, 18.0, 16.0, 2.0, 16.0, 4.0, 17.0, 2.0, 1.0, 12.0, 3.0, 2.0, 71.0, 47.0, 279.0, 2.0, 19.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 99.0, 628.0, 10.0, 136.0, 27.0, 6.0, 260.0, 34.0, 74.0, 209.0, 6.0, 16.0, 54.0, 61.0, 34.0, 41.0, 3.0, 8.0, 11.0, 456.0, 40.0, 10.0, 18.0, 13.0, 6.0
2023/02/15/00:36:06.859713,3244559,1676381766,859675528,,11.0, 38.0, 22.0, 6.0, 5.0, 7.0, 35.0, 44.0, 118.0, 58.0, 4.0, 6.0, 1.0, 130.0, 7.0, 19.0, 13.0, 10.0, 18.0, 16.0, 2.0, 17.0, 4.0, 19.0, 2.0, 1.0, 14.0, 3.0, 2.0, 71.0, 48.0, 278.0, 2.0, 20.0, 1.0, 3.0, 1.0, 4079.0, 69.0, 101.0, 631.0, 10.0, 137.0, 27.0, 5.0, 260.0, 34.0, 73.0, 208.0, 6.0, 16.0, 54.0, 62.0, 34.0, 40.0, 3.0, 8.0, 10.0, 460.0, 40.0, 10.0, 17.0, 13.0, 6.0
2023/02/15/00:36:06.860712,3244560,1676381766,860675344,,10.0, 38.0, 23.0, 6.0, 5.0, 7.0, 36.0, 44.0, 117.0, 56.0, 4.0, 6.0, 1.0, 131.0, 8.0, 19.0, 12.0, 9.0, 18.0, 17.0, 2.0, 18.0, 4.0, 17.0, 2.0, 1.0, 13.0, 3.0, 2.0, 70.0, 47.0, 278.0, 2.0, 20.0, 0.0, 3.0, 1.0, 4079.0, 68.0, 99.0, 631.0, 10.0, 137.0, 29.0, 6.0, 261.0, 34.0, 75.0, 211.0, 5.0, 16.0, 54.0, 62.0, 36.0, 42.0, 3.0, 8.0, 11.0, 464.0, 39.0, 12.0, 18.0, 11.0, 6.0
2023/02/15/00:36:06.861721,3244561,1676381766,861679071,,11.0, 38.0, 23.0, 6.0, 5.0, 7.0, 36.0, 45.0, 116.0, 57.0, 4.0, 6.0, 2.0, 131.0, 7.0, 19.0, 12.0, 10.0, 18.0, 19.0, 2.0, 16.0, 4.0, 15.0, 2.0, 1.0, 11.0, 3.0, 2.0, 71.0, 48.0, 278.0, 2.0, 21.0, 1.0, 3.0, 1.0, 4078.0, 68.0, 101.0, 632.0, 10.0, 137.0, 29.0, 6.0, 263.0, 34.0, 75.0, 211.0, 5.0, 16.0, 54.0, 60.0, 34.0, 41.0, 3.0, 8.0, 11.0, 469.0, 39.0, 11.0, 18.0, 13.0, 6.0
2023/02/15/00:36:06.862708,3244562,1676381766,862675313,,10.0, 37.0, 23.0, 6.0, 5.0, 7.0, 37.0, 45.0, 117.0, 57.0, 4.0, 6.0, 1.0, 132.0, 7.0, 19.0, 13.0, 10.0, 20.0, 18.0, 2.0, 16.0, 4.0, 17.0, 2.0, 0.0, 12.0, 3.0, 2.0, 71.0, 48.0, 278.0, 2.0, 21.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 102.0, 632.0, 10.0, 136.0, 29.0, 5.0, 263.0, 34.0, 73.0, 213.0, 5.0, 16.0, 54.0, 62.0, 34.0, 43.0, 3.0, 8.0, 10.0, 481.0, 39.0, 12.0, 18.0, 12.0, 6.0
2023/02/15/00:36:06.863760,3244563,1676381766,863723269,,10.0, 38.0, 23.0, 6.0, 6.0, 7.0, 36.0, 46.0, 117.0, 57.0, 4.0, 6.0, 1.0, 130.0, 7.0, 19.0, 13.0, 10.0, 16.0, 19.0, 2.0, 16.0, 4.0, 17.0, 2.0, 1.0, 13.0, 3.0, 2.0, 70.0, 48.0, 278.0, 2.0, 21.0, 1.0, 3.0, 1.0, 4078.0, 68.0, 102.0, 631.0, 10.0, 136.0, 29.0, 6.0, 262.0, 34.0, 73.0, 213.0, 6.0, 16.0, 54.0, 62.0, 34.0, 44.0, 3.0, 8.0, 11.0, 491.0, 39.0, 11.0, 18.0, 12.0, 6.0
2023/02/15/00:36:06.864711,3244564,1676381766,864677858,,11.0, 38.0, 23.0, 6.0, 6.0, 7.0, 36.0, 46.0, 118.0, 57.0, 4.0, 6.0, 1.0, 132.0, 7.0, 19.0, 12.0, 11.0, 20.0, 19.0, 2.0, 16.0, 4.0, 17.0, 2.0, 1.0, 12.0, 3.0, 2.0, 72.0, 48.0, 278.0, 2.0, 21.0, 0.0, 3.0, 1.0, 4079.0, 68.0, 100.0, 633.0, 10.0, 137.0, 29.0, 5.0, 262.0, 36.0, 73.0, 215.0, 9.0, 16.0, 54.0, 62.0, 34.0, 43.0, 3.0, 8.0, 13.0, 501.0, 39.0, 11.0, 18.0, 12.0, 6.0
2023/02/15/00:36:06.865716,3244565,1676381766,865676801,,12.0, 38.0, 23.0, 6.0, 5.0, 7.0, 36.0, 45.0, 118.0, 57.0, 4.0, 6.0, 1.0, 131.0, 8.0, 19.0, 12.0, 10.0, 18.0, 19.0, 2.0, 15.0, 4.0, 17.0, 2.0, 0.0, 12.0, 3.0, 2.0, 69.0, 49.0, 278.0, 2.0, 23.0, 1.0, 3.0, 1.0, 4080.0, 68.0, 99.0, 633.0, 11.0, 137.0, 29.0, 6.0, 263.0, 36.0, 73.0, 218.0, 6.0, 16.0, 54.0, 62.0, 34.0, 44.0, 3.0, 8.0, 11.0, 502.0, 39.0, 11.0, 18.0, 12.0, 6.0
2023/02/15/00:36:06.866840,3244566,1676381766,866713490,,11.0, 37.0, 23.0, 6.0, 5.0, 7.0, 36.0, 45.0, 118.0, 58.0, 4.0, 5.0, 1.0, 130.0, 8.0, 19.0, 12.0, 10.0, 20.0, 19.0, 2.0, 16.0, 4.0, 17.0, 2.0, 2.0, 12.0, 3.0, 2.0, 70.0, 48.0, 278.0, 2.0, 23.0, 1.0, 3.0, 1.0, 4079.0, 67.0, 102.0, 633.0, 10.0, 137.0, 29.0, 6.0, 262.0, 35.0, 74.0, 218.0, 6.0, 16.0, 54.0, 62.0, 37.0, 43.0, 3.0, 8.0, 11.0, 506.0, 39.0, 11.0, 18.0, 12.0, 6.0
2023/02/15/00:36:06.867715,3244567,1676381766,867676022,,11.0, 38.0, 23.0, 6.0, 5.0, 6.0, 36.0, 46.0, 117.0, 58.0, 4.0, 6.0, 1.0, 132.0, 6.0, 19.0, 11.0, 10.0, 20.0, 19.0, 2.0, 16.0, 4.0, 17.0, 2.0, 2.0, 12.0, 3.0, 2.0, 69.0, 47.0, 279.0, 2.0, 22.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 114.0, 633.0, 10.0, 137.0, 29.0, 6.0, 263.0, 34.0, 73.0, 218.0, 5.0, 16.0, 54.0, 62.0, 34.0, 42.0, 3.0, 8.0, 11.0, 511.0, 39.0, 10.0, 18.0, 14.0, 5.0
2023/02/15/00:36:06.868711,3244568,1676381766,868676499,,11.0, 37.0, 23.0, 5.0, 5.0, 4.0, 36.0, 46.0, 117.0, 57.0, 4.0, 6.0, 1.0, 131.0, 7.0, 20.0, 12.0, 11.0, 18.0, 19.0, 2.0, 16.0, 4.0, 16.0, 2.0, 2.0, 12.0, 3.0, 2.0, 70.0, 48.0, 279.0, 2.0, 23.0, 0.0, 3.0, 1.0, 4079.0, 68.0, 109.0, 633.0, 10.0, 136.0, 29.0, 6.0, 264.0, 36.0, 73.0, 217.0, 6.0, 16.0, 54.0, 62.0, 35.0, 46.0, 3.0, 8.0, 11.0, 514.0, 39.0, 10.0, 18.0, 15.0, 6.0
2023/02/15/00:36:06.869715,3244569,1676381766,869674491,,11.0, 38.0, 23.0, 5.0, 5.0, 4.0, 36.0, 48.0, 118.0, 60.0, 4.0, 6.0, 1.0, 132.0, 8.0, 17.0, 12.0, 10.0, 19.0, 19.0, 2.0, 16.0, 4.0, 18.0, 2.0, 2.0, 12.0, 3.0, 2.0, 69.0, 48.0, 279.0, 2.0, 24.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 111.0, 633.0, 10.0, 136.0, 28.0, 6.0, 265.0, 34.0, 73.0, 216.0, 6.0, 16.0, 54.0, 62.0, 34.0, 42.0, 3.0, 8.0, 11.0, 521.0, 38.0, 11.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.870719,3244570,1676381766,870678797,,11.0, 38.0, 23.0, 6.0, 6.0, 2.0, 36.0, 47.0, 118.0, 58.0, 4.0, 6.0, 1.0, 131.0, 7.0, 19.0, 12.0, 10.0, 18.0, 17.0, 2.0, 16.0, 4.0, 17.0, 2.0, 2.0, 12.0, 3.0, 2.0, 70.0, 47.0, 279.0, 2.0, 24.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 115.0, 634.0, 10.0, 136.0, 30.0, 6.0, 266.0, 36.0, 73.0, 216.0, 5.0, 16.0, 54.0, 62.0, 36.0, 47.0, 3.0, 8.0, 11.0, 527.0, 38.0, 12.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.871735,3244571,1676381766,871676729,,10.0, 38.0, 23.0, 6.0, 6.0, 4.0, 36.0, 48.0, 116.0, 60.0, 4.0, 6.0, 1.0, 130.0, 8.0, 19.0, 12.0, 10.0, 17.0, 19.0, 2.0, 16.0, 4.0, 17.0, 2.0, 2.0, 11.0, 3.0, 2.0, 70.0, 48.0, 278.0, 2.0, 24.0, 1.0, 3.0, 1.0, 4078.0, 68.0, 111.0, 633.0, 10.0, 134.0, 30.0, 6.0, 266.0, 36.0, 74.0, 215.0, 6.0, 16.0, 54.0, 62.0, 36.0, 46.0, 3.0, 8.0, 11.0, 528.0, 38.0, 12.0, 19.0, 15.0, 5.0
2023/02/15/00:36:06.872718,3244572,1676381766,872676891,,11.0, 37.0, 23.0, 6.0, 5.0, 3.0, 36.0, 46.0, 117.0, 61.0, 5.0, 6.0, 1.0, 132.0, 8.0, 17.0, 13.0, 10.0, 18.0, 19.0, 2.0, 16.0, 4.0, 17.0, 2.0, 2.0, 12.0, 4.0, 2.0, 70.0, 48.0, 280.0, 2.0, 23.0, 2.0, 3.0, 1.0, 4082.0, 67.0, 117.0, 633.0, 10.0, 136.0, 31.0, 6.0, 265.0, 36.0, 75.0, 216.0, 6.0, 16.0, 54.0, 61.0, 34.0, 43.0, 3.0, 8.0, 11.0, 532.0, 38.0, 11.0, 18.0, 15.0, 6.0
2023/02/15/00:36:06.873747,3244573,1676381766,873713004,,12.0, 37.0, 23.0, 6.0, 5.0, 4.0, 37.0, 48.0, 116.0, 60.0, 4.0, 6.0, 1.0, 132.0, 8.0, 19.0, 12.0, 11.0, 18.0, 19.0, 2.0, 16.0, 4.0, 18.0, 2.0, 1.0, 12.0, 3.0, 2.0, 71.0, 48.0, 279.0, 2.0, 25.0, 1.0, 3.0, 1.0, 4078.0, 68.0, 116.0, 630.0, 10.0, 136.0, 30.0, 6.0, 266.0, 34.0, 74.0, 217.0, 7.0, 16.0, 54.0, 60.0, 36.0, 47.0, 3.0, 8.0, 11.0, 533.0, 38.0, 10.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.874714,3244574,1676381766,874678331,,11.0, 38.0, 23.0, 6.0, 5.0, 4.0, 36.0, 45.0, 116.0, 60.0, 5.0, 6.0, 1.0, 130.0, 8.0, 19.0, 12.0, 11.0, 18.0, 19.0, 2.0, 16.0, 4.0, 19.0, 2.0, 2.0, 12.0, 3.0, 2.0, 72.0, 46.0, 279.0, 2.0, 25.0, 1.0, 3.0, 1.0, 4078.0, 66.0, 116.0, 633.0, 10.0, 137.0, 30.0, 6.0, 266.0, 34.0, 73.0, 222.0, 6.0, 16.0, 54.0, 60.0, 37.0, 46.0, 3.0, 10.0, 11.0, 544.0, 38.0, 12.0, 18.0, 15.0, 5.0
2023/02/15/00:36:06.875725,3244575,1676381766,875678623,,11.0, 38.0, 21.0, 6.0, 5.0, 4.0, 36.0, 48.0, 117.0, 61.0, 4.0, 6.0, 0.0, 132.0, 8.0, 19.0, 12.0, 10.0, 18.0, 19.0, 2.0, 16.0, 4.0, 18.0, 2.0, 2.0, 12.0, 3.0, 2.0, 71.0, 45.0, 278.0, 2.0, 24.0, 0.0, 3.0, 1.0, 4079.0, 67.0, 116.0, 630.0, 11.0, 136.0, 29.0, 6.0, 266.0, 36.0, 75.0, 225.0, 6.0, 16.0, 55.0, 61.0, 34.0, 44.0, 3.0, 8.0, 11.0, 548.0, 38.0, 12.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.876734,3244576,1676381766,876682567,,11.0, 38.0, 23.0, 5.0, 4.0, 5.0, 36.0, 48.0, 116.0, 61.0, 4.0, 6.0, 1.0, 131.0, 8.0, 19.0, 13.0, 11.0, 18.0, 19.0, 2.0, 17.0, 4.0, 19.0, 2.0, 2.0, 12.0, 3.0, 2.0, 71.0, 46.0, 279.0, 2.0, 25.0, 1.0, 3.0, 1.0, 4077.0, 67.0, 116.0, 632.0, 10.0, 137.0, 29.0, 6.0, 266.0, 36.0, 73.0, 224.0, 6.0, 16.0, 55.0, 61.0, 36.0, 45.0, 3.0, 8.0, 12.0, 554.0, 39.0, 11.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.877730,3244577,1676381766,877681375,,10.0, 38.0, 23.0, 6.0, 5.0, 2.0, 36.0, 47.0, 115.0, 62.0, 4.0, 6.0, 1.0, 132.0, 7.0, 19.0, 12.0, 11.0, 18.0, 19.0, 2.0, 16.0, 5.0, 19.0, 2.0, 4.0, 12.0, 3.0, 2.0, 72.0, 45.0, 279.0, 2.0, 25.0, 1.0, 3.0, 0.0, 4079.0, 66.0, 118.0, 628.0, 10.0, 136.0, 29.0, 6.0, 266.0, 36.0, 73.0, 224.0, 6.0, 16.0, 55.0, 61.0, 36.0, 46.0, 3.0, 8.0, 11.0, 559.0, 39.0, 12.0, 18.0, 14.0, 5.0
2023/02/15/00:36:06.878715,3244578,1676381766,878677159,,10.0, 38.0, 23.0, 6.0, 4.0, 4.0, 37.0, 48.0, 117.0, 62.0, 4.0, 6.0, 0.0, 132.0, 8.0, 19.0, 13.0, 11.0, 18.0, 19.0, 2.0, 16.0, 4.0, 19.0, 2.0, 2.0, 12.0, 3.0, 2.0, 71.0, 44.0, 280.0, 2.0, 26.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 118.0, 629.0, 10.0, 137.0, 29.0, 6.0, 266.0, 36.0, 73.0, 224.0, 5.0, 16.0, 55.0, 61.0, 37.0, 46.0, 3.0, 8.0, 11.0, 563.0, 39.0, 13.0, 18.0, 14.0, 5.0
2023/02/15/00:36:06.879723,3244579,1676381766,879676703,,12.0, 37.0, 23.0, 6.0, 4.0, 4.0, 36.0, 48.0, 117.0, 62.0, 4.0, 6.0, 1.0, 132.0, 8.0, 19.0, 12.0, 10.0, 18.0, 19.0, 2.0, 18.0, 4.0, 21.0, 2.0, 2.0, 12.0, 4.0, 2.0, 72.0, 45.0, 280.0, 2.0, 25.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 119.0, 628.0, 10.0, 137.0, 29.0, 6.0, 266.0, 36.0, 73.0, 226.0, 6.0, 16.0, 55.0, 61.0, 36.0, 47.0, 3.0, 8.0, 11.0, 570.0, 39.0, 13.0, 18.0, 14.0, 5.0
2023/02/15/00:36:06.880955,3244580,1676381766,880893522,,12.0, 37.0, 23.0, 6.0, 5.0, 4.0, 36.0, 48.0, 117.0, 62.0, 4.0, 6.0, 2.0, 133.0, 8.0, 19.0, 12.0, 10.0, 18.0, 20.0, 2.0, 18.0, 4.0, 19.0, 2.0, 2.0, 13.0, 3.0, 2.0, 71.0, 44.0, 280.0, 2.0, 27.0, 1.0, 3.0, 1.0, 4079.0, 66.0, 118.0, 627.0, 10.0, 136.0, 29.0, 6.0, 265.0, 36.0, 73.0, 225.0, 6.0, 16.0, 55.0, 62.0, 36.0, 47.0, 3.0, 8.0, 11.0, 578.0, 39.0, 13.0, 18.0, 14.0, 4.0
2023/02/15/00:36:06.881726,3244581,1676381766,881674532,,12.0, 38.0, 22.0, 5.0, 4.0, 4.0, 34.0, 49.0, 118.0, 60.0, 4.0, 6.0, 0.0, 133.0, 8.0, 19.0, 13.0, 11.0, 20.0, 21.0, 2.0, 17.0, 4.0, 19.0, 2.0, 2.0, 12.0, 3.0, 2.0, 72.0, 42.0, 280.0, 2.0, 28.0, 1.0, 3.0, 1.0, 4079.0, 67.0, 118.0, 626.0, 10.0, 137.0, 29.0, 6.0, 266.0, 36.0, 73.0, 226.0, 5.0, 16.0, 54.0, 61.0, 37.0, 47.0, 3.0, 8.0, 11.0, 583.0, 39.0, 13.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.882738,3244582,1676381766,882678889,,12.0, 38.0, 22.0, 6.0, 5.0, 4.0, 36.0, 50.0, 118.0, 62.0, 4.0, 6.0, 0.0, 133.0, 8.0, 19.0, 13.0, 10.0, 18.0, 22.0, 2.0, 17.0, 4.0, 20.0, 2.0, 2.0, 12.0, 6.0, 2.0, 71.0, 44.0, 280.0, 2.0, 30.0, 0.0, 3.0, 1.0, 4079.0, 67.0, 119.0, 626.0, 10.0, 137.0, 29.0, 6.0, 266.0, 36.0, 73.0, 225.0, 6.0, 16.0, 55.0, 61.0, 37.0, 47.0, 3.0, 8.0, 11.0, 585.0, 39.0, 13.0, 18.0, 13.0, 6.0
2023/02/15/00:36:06.883727,3244583,1676381766,883675183,,11.0, 38.0, 23.0, 6.0, 4.0, 4.0, 36.0, 51.0, 120.0, 62.0, 4.0, 5.0, 0.0, 133.0, 8.0, 19.0, 13.0, 11.0, 18.0, 21.0, 2.0, 18.0, 4.0, 19.0, 2.0, 2.0, 12.0, 3.0, 2.0, 72.0, 43.0, 280.0, 2.0, 28.0, 0.0, 3.0, 1.0, 4079.0, 67.0, 120.0, 626.0, 10.0, 138.0, 28.0, 6.0, 266.0, 34.0, 74.0, 224.0, 5.0, 16.0, 55.0, 60.0, 37.0, 46.0, 3.0, 8.0, 10.0, 587.0, 38.0, 13.0, 18.0, 13.0, 6.0
2023/02/15/00:36:06.884727,3244584,1676381766,884680442,,10.0, 38.0, 23.0, 6.0, 4.0, 4.0, 36.0, 51.0, 120.0, 64.0, 5.0, 6.0, 0.0, 130.0, 7.0, 20.0, 12.0, 10.0, 18.0, 19.0, 2.0, 18.0, 5.0, 18.0, 2.0, 2.0, 12.0, 3.0, 2.0, 72.0, 42.0, 280.0, 2.0, 28.0, 1.0, 3.0, 1.0, 4079.0, 67.0, 118.0, 624.0, 10.0, 137.0, 29.0, 6.0, 264.0, 36.0, 75.0, 224.0, 5.0, 16.0, 54.0, 61.0, 36.0, 47.0, 3.0, 8.0, 10.0, 592.0, 39.0, 12.0, 19.0, 12.0, 6.0
2023/02/15/00:36:06.885804,3244585,1676381766,885720824,,11.0, 38.0, 23.0, 6.0, 4.0, 4.0, 36.0, 50.0, 118.0, 64.0, 4.0, 6.0, 0.0, 132.0, 8.0, 20.0, 12.0, 10.0, 19.0, 20.0, 2.0, 18.0, 4.0, 19.0, 2.0, 2.0, 11.0, 4.0, 2.0, 72.0, 41.0, 281.0, 2.0, 28.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 119.0, 624.0, 10.0, 136.0, 29.0, 5.0, 265.0, 36.0, 73.0, 225.0, 6.0, 16.0, 55.0, 62.0, 37.0, 46.0, 3.0, 8.0, 11.0, 599.0, 38.0, 13.0, 18.0, 14.0, 5.0
2023/02/15/00:36:06.886728,3244586,1676381766,886679525,,11.0, 38.0, 23.0, 6.0, 5.0, 4.0, 36.0, 51.0, 119.0, 63.0, 4.0, 6.0, 1.0, 133.0, 8.0, 19.0, 12.0, 10.0, 20.0, 21.0, 2.0, 18.0, 4.0, 19.0, 2.0, 2.0, 11.0, 3.0, 2.0, 73.0, 41.0, 280.0, 2.0, 28.0, 1.0, 3.0, 1.0, 4079.0, 67.0, 119.0, 624.0, 10.0, 137.0, 29.0, 5.0, 265.0, 37.0, 73.0, 223.0, 6.0, 16.0, 55.0, 61.0, 37.0, 47.0, 3.0, 7.0, 11.0, 606.0, 38.0, 14.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.887714,3244587,1676381766,887674793,,10.0, 37.0, 23.0, 6.0, 5.0, 4.0, 36.0, 49.0, 118.0, 63.0, 6.0, 6.0, 0.0, 130.0, 8.0, 19.0, 12.0, 11.0, 20.0, 21.0, 2.0, 18.0, 4.0, 19.0, 2.0, 4.0, 13.0, 3.0, 2.0, 71.0, 41.0, 281.0, 2.0, 28.0, 1.0, 3.0, 1.0, 4080.0, 67.0, 119.0, 623.0, 10.0, 137.0, 28.0, 6.0, 265.0, 37.0, 73.0, 222.0, 5.0, 16.0, 55.0, 61.0, 37.0, 47.0, 3.0, 8.0, 11.0, 607.0, 38.0, 13.0, 18.0, 14.0, 6.0
2023/02/15/00:36:06.888716,3244588,1676381766,888675363,,11.0, 38.0, 23.0, 6.0, 4.0, 4.0, 34.0, 50.0, 118.0, 64.0, 4.0, 6.0, 0.0, 133.0, 8.0, 20.0, 13.0, 10.0, 20.0, 21.0, 2.0, 17.0, 4.0, 18.0, 2.0, 4.0, 12.0, 3.0, 2.0, 72.0, 41.0, 281.0, 2.0, 29.0, 1.0, 3.0, 1.0, 4079.0, 68.0, 120.0, 623.0, 11.0, 137.0, 27.0, 5.0, 265.0, 37.0, 73.0, 224.0, 5.0, 16.0, 55.0, 61.0, 36.0, 47.0, 3.0, 8.0, 10.0, 613.0, 38.0, 13.0, 18.0, 15.0, 6.0
2023/02/15/00:36:06.889715,3244589,1676381766,889674031,,10.0, 37.0, 23.0, 5.0, 5.0, 4.0, 35.0, 50.0, 117.0, 63.0, 4.0, 6.0, 0.0, 133.0, 7.0, 19.0, 12.0, 10.0, 20.0, 20.0, 2.0, 16.0, 4.0, 19.0, 2.0, 3.0, 12.0, 3.0, 2.0, 73.0, 40.0, 281.0, 2.0, 29.0, 0.0, 3.0, 1.0, 4080.0, 66.0, 120.0, 624.0, 11.0, 136.0, 29.0, 6.0, 265.0, 36.0, 73.0, 223.0, 6.0, 16.0, 54.0, 62.0, 36.0, 46.0, 3.0, 8.0, 11.0, 620.0, 38.0, 13.0, 18.0, 13.0, 6.0
